BioSamples,Tissue,Chemotype,Cultivar,Treatment,Pubmed,BioProject,Instrument,Layout,Selection_method,SRA_sample,SRA_study,Study_title,Study_abstract,Date,Origin
SAMN38718275,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900984,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:28,Canada:Vancouver
SAMN38718274,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900983,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:29,Canada:Vancouver
SAMN38718273,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900982,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:29,Canada:Vancouver
SAMN38718255,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900981,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:29,Canada:Vancouver
SAMN38718272,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900980,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:29,Canada:Vancouver
SAMN38718271,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900979,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:29,Canada:Vancouver
SAMN38718270,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900978,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:29,Canada:Vancouver
SAMN38718269,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900977,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:29,Canada:Vancouver
SAMN38718268,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900976,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:29,Canada:Vancouver
SAMN38718267,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900975,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:30,Canada:Vancouver
SAMN38718266,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900974,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:30,Canada:Vancouver
SAMN38718265,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900972,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:30,Canada:Vancouver
SAMN38718264,Leaf,Type I,AGP029xBlackberry Kush Auto,NA,NA,PRJNA1049889,Illumina NovaSeq 6000,PAIRED,cDNA,SRS19900973,SRP478640,Auto-flowering in Cannabis sativa,"Identifying the genetic cause of auto-flowering in cannabis. Several methods were used including gene expression analysis (RNA-Seq), GWAS (genotyping by sequencing), fine mapping, and whole genome sequencing to identify the genetic cause of auto-flowering. RNA-seq data includes raw sequences from an Auto-flowering crossed with photoperiod sensitive F2 population over vegetative and flowering conditions. GBS and WGS data are from diverse cultivars containing both auto-flowering and photoperiod sensitive genotypes. Variant Call Files (VCF) for 275 cannabis GBS accession, 27 cannabis WGS accessions (chromosome 5 only, Purple Kush reference genome), and Auto-flowering by photoperiod sensitive F2 mapping population can be found on FigShare.com: https://figshare.com/projects/Loss_of_daylength_sensitivity_by_splice_site_mutation_in_Cannabis_pseudo-response_regulator/209362",2024-06-20 16:27:30,Canada:Vancouver
